date,year,quarter_number,quarter_name,month_number,month_name,month_short_name,week_of_year,week_of_month,day,day_of_week,day_of_year,day_name,day_short_name
3/19/2022,2022,1,Q1,3,marzo,mar.,11,3,19,7,78,sábado,sáb
3/20/2022,2022,1,Q1,3,marzo,mar.,11,3,20,1,79,domingo,dom
3/21/2022,2022,1,Q1,3,marzo,mar.,12,4,21,2,80,lunes,lun
3/22/2022,2022,1,Q1,3,marzo,mar.,12,4,22,3,81,martes,mar
3/23/2022,2022,1,Q1,3,marzo,mar.,12,4,23,4,82,miércoles,mié
3/24/2022,2022,1,Q1,3,marzo,mar.,12,4,24,5,83,jueves,jue
3/25/2022,2022,1,Q1,3,marzo,mar.,12,4,25,6,84,viernes,vie
3/26/2022,2022,1,Q1,3,marzo,mar.,12,4,26,7,85,sábado,sáb
3/27/2022,2022,1,Q1,3,marzo,mar.,12,4,27,1,86,domingo,dom
3/28/2022,2022,1,Q1,3,marzo,mar.,13,5,28,2,87,lunes,lun
3/29/2022,2022,1,Q1,3,marzo,mar.,13,5,29,3,88,martes,mar
3/30/2022,2022,1,Q1,3,marzo,mar.,13,5,30,4,89,miércoles,mié
3/31/2022,2022,1,Q1,3,marzo,mar.,13,5,31,5,90,jueves,jue
4/1/2022,2022,2,Q2,4,abril,abr.,13,1,1,6,91,viernes,vie
4/2/2022,2022,2,Q2,4,abril,abr.,13,1,2,7,92,sábado,sáb
4/3/2022,2022,2,Q2,4,abril,abr.,13,1,3,1,93,domingo,dom
4/4/2022,2022,2,Q2,4,abril,abr.,14,2,4,2,94,lunes,lun
4/5/2022,2022,2,Q2,4,abril,abr.,14,2,5,3,95,martes,mar
4/6/2022,2022,2,Q2,4,abril,abr.,14,2,6,4,96,miércoles,mié
4/7/2022,2022,2,Q2,4,abril,abr.,14,2,7,5,97,jueves,jue
4/8/2022,2022,2,Q2,4,abril,abr.,14,2,8,6,98,viernes,vie
4/9/2022,2022,2,Q2,4,abril,abr.,14,2,9,7,99,sábado,sáb
4/10/2022,2022,2,Q2,4,abril,abr.,14,2,10,1,100,domingo,dom
4/11/2022,2022,2,Q2,4,abril,abr.,15,3,11,2,101,lunes,lun
4/12/2022,2022,2,Q2,4,abril,abr.,15,3,12,3,102,martes,mar
4/13/2022,2022,2,Q2,4,abril,abr.,15,3,13,4,103,miércoles,mié
4/14/2022,2022,2,Q2,4,abril,abr.,15,3,14,5,104,jueves,jue
4/15/2022,2022,2,Q2,4,abril,abr.,15,3,15,6,105,viernes,vie
4/16/2022,2022,2,Q2,4,abril,abr.,15,3,16,7,106,sábado,sáb
4/17/2022,2022,2,Q2,4,abril,abr.,15,3,17,1,107,domingo,dom
4/18/2022,2022,2,Q2,4,abril,abr.,16,4,18,2,108,lunes,lun
4/19/2022,2022,2,Q2,4,abril,abr.,16,4,19,3,109,martes,mar
4/20/2022,2022,2,Q2,4,abril,abr.,16,4,20,4,110,miércoles,mié
4/21/2022,2022,2,Q2,4,abril,abr.,16,4,21,5,111,jueves,jue
4/22/2022,2022,2,Q2,4,abril,abr.,16,4,22,6,112,viernes,vie
4/23/2022,2022,2,Q2,4,abril,abr.,16,4,23,7,113,sábado,sáb
4/24/2022,2022,2,Q2,4,abril,abr.,16,4,24,1,114,domingo,dom
4/25/2022,2022,2,Q2,4,abril,abr.,17,5,25,2,115,lunes,lun
4/26/2022,2022,2,Q2,4,abril,abr.,17,5,26,3,116,martes,mar
4/27/2022,2022,2,Q2,4,abril,abr.,17,5,27,4,117,miércoles,mié
4/28/2022,2022,2,Q2,4,abril,abr.,17,5,28,5,118,jueves,jue
4/29/2022,2022,2,Q2,4,abril,abr.,17,5,29,6,119,viernes,vie
4/30/2022,2022,2,Q2,4,abril,abr.,17,5,30,7,120,sábado,sáb
5/1/2022,2022,2,Q2,5,mayo,may.,17,1,1,1,121,domingo,dom
5/2/2022,2022,2,Q2,5,mayo,may.,18,2,2,2,122,lunes,lun
5/3/2022,2022,2,Q2,5,mayo,may.,18,2,3,3,123,martes,mar
5/4/2022,2022,2,Q2,5,mayo,may.,18,2,4,4,124,miércoles,mié
5/5/2022,2022,2,Q2,5,mayo,may.,18,2,5,5,125,jueves,jue
5/6/2022,2022,2,Q2,5,mayo,may.,18,2,6,6,126,viernes,vie
5/7/2022,2022,2,Q2,5,mayo,may.,18,2,7,7,127,sábado,sáb
5/8/2022,2022,2,Q2,5,mayo,may.,18,2,8,1,128,domingo,dom
5/9/2022,2022,2,Q2,5,mayo,may.,19,3,9,2,129,lunes,lun
5/10/2022,2022,2,Q2,5,mayo,may.,19,3,10,3,130,martes,mar
5/11/2022,2022,2,Q2,5,mayo,may.,19,3,11,4,131,miércoles,mié
5/12/2022,2022,2,Q2,5,mayo,may.,19,3,12,5,132,jueves,jue
5/13/2022,2022,2,Q2,5,mayo,may.,19,3,13,6,133,viernes,vie
5/14/2022,2022,2,Q2,5,mayo,may.,19,3,14,7,134,sábado,sáb
5/15/2022,2022,2,Q2,5,mayo,may.,19,3,15,1,135,domingo,dom
5/16/2022,2022,2,Q2,5,mayo,may.,20,4,16,2,136,lunes,lun
5/17/2022,2022,2,Q2,5,mayo,may.,20,4,17,3,137,martes,mar
5/18/2022,2022,2,Q2,5,mayo,may.,20,4,18,4,138,miércoles,mié
5/19/2022,2022,2,Q2,5,mayo,may.,20,4,19,5,139,jueves,jue
5/20/2022,2022,2,Q2,5,mayo,may.,20,4,20,6,140,viernes,vie
5/21/2022,2022,2,Q2,5,mayo,may.,20,4,21,7,141,sábado,sáb
5/22/2022,2022,2,Q2,5,mayo,may.,20,4,22,1,142,domingo,dom
5/23/2022,2022,2,Q2,5,mayo,may.,21,5,23,2,143,lunes,lun
5/24/2022,2022,2,Q2,5,mayo,may.,21,5,24,3,144,martes,mar
5/25/2022,2022,2,Q2,5,mayo,may.,21,5,25,4,145,miércoles,mié
5/26/2022,2022,2,Q2,5,mayo,may.,21,5,26,5,146,jueves,jue
5/27/2022,2022,2,Q2,5,mayo,may.,21,5,27,6,147,viernes,vie
5/28/2022,2022,2,Q2,5,mayo,may.,21,5,28,7,148,sábado,sáb
5/29/2022,2022,2,Q2,5,mayo,may.,21,5,29,1,149,domingo,dom
5/30/2022,2022,2,Q2,5,mayo,may.,22,6,30,2,150,lunes,lun
5/31/2022,2022,2,Q2,5,mayo,may.,22,6,31,3,151,martes,mar
6/1/2022,2022,2,Q2,6,junio,jun.,22,1,1,4,152,miércoles,mié
6/2/2022,2022,2,Q2,6,junio,jun.,22,1,2,5,153,jueves,jue
6/3/2022,2022,2,Q2,6,junio,jun.,22,1,3,6,154,viernes,vie
6/4/2022,2022,2,Q2,6,junio,jun.,22,1,4,7,155,sábado,sáb
6/5/2022,2022,2,Q2,6,junio,jun.,22,1,5,1,156,domingo,dom
6/6/2022,2022,2,Q2,6,junio,jun.,23,2,6,2,157,lunes,lun
6/7/2022,2022,2,Q2,6,junio,jun.,23,2,7,3,158,martes,mar
6/8/2022,2022,2,Q2,6,junio,jun.,23,2,8,4,159,miércoles,mié
6/9/2022,2022,2,Q2,6,junio,jun.,23,2,9,5,160,jueves,jue
6/10/2022,2022,2,Q2,6,junio,jun.,23,2,10,6,161,viernes,vie
6/11/2022,2022,2,Q2,6,junio,jun.,23,2,11,7,162,sábado,sáb
6/12/2022,2022,2,Q2,6,junio,jun.,23,2,12,1,163,domingo,dom
6/13/2022,2022,2,Q2,6,junio,jun.,24,3,13,2,164,lunes,lun
6/14/2022,2022,2,Q2,6,junio,jun.,24,3,14,3,165,martes,mar
6/15/2022,2022,2,Q2,6,junio,jun.,24,3,15,4,166,miércoles,mié
6/16/2022,2022,2,Q2,6,junio,jun.,24,3,16,5,167,jueves,jue
6/17/2022,2022,2,Q2,6,junio,jun.,24,3,17,6,168,viernes,vie
6/18/2022,2022,2,Q2,6,junio,jun.,24,3,18,7,169,sábado,sáb
6/19/2022,2022,2,Q2,6,junio,jun.,24,3,19,1,170,domingo,dom
6/20/2022,2022,2,Q2,6,junio,jun.,25,4,20,2,171,lunes,lun
6/21/2022,2022,2,Q2,6,junio,jun.,25,4,21,3,172,martes,mar
6/22/2022,2022,2,Q2,6,junio,jun.,25,4,22,4,173,miércoles,mié
6/23/2022,2022,2,Q2,6,junio,jun.,25,4,23,5,174,jueves,jue
6/24/2022,2022,2,Q2,6,junio,jun.,25,4,24,6,175,viernes,vie
6/25/2022,2022,2,Q2,6,junio,jun.,25,4,25,7,176,sábado,sáb
6/26/2022,2022,2,Q2,6,junio,jun.,25,4,26,1,177,domingo,dom
6/27/2022,2022,2,Q2,6,junio,jun.,26,5,27,2,178,lunes,lun
6/28/2022,2022,2,Q2,6,junio,jun.,26,5,28,3,179,martes,mar
6/29/2022,2022,2,Q2,6,junio,jun.,26,5,29,4,180,miércoles,mié
6/30/2022,2022,2,Q2,6,junio,jun.,26,5,30,5,181,jueves,jue
7/1/2022,2022,3,Q3,7,julio,jul.,26,1,1,6,182,viernes,vie
7/2/2022,2022,3,Q3,7,julio,jul.,26,1,2,7,183,sábado,sáb
7/3/2022,2022,3,Q3,7,julio,jul.,26,1,3,1,184,domingo,dom
7/4/2022,2022,3,Q3,7,julio,jul.,27,2,4,2,185,lunes,lun
7/5/2022,2022,3,Q3,7,julio,jul.,27,2,5,3,186,martes,mar
7/6/2022,2022,3,Q3,7,julio,jul.,27,2,6,4,187,miércoles,mié
7/7/2022,2022,3,Q3,7,julio,jul.,27,2,7,5,188,jueves,jue
7/8/2022,2022,3,Q3,7,julio,jul.,27,2,8,6,189,viernes,vie
7/9/2022,2022,3,Q3,7,julio,jul.,27,2,9,7,190,sábado,sáb
7/10/2022,2022,3,Q3,7,julio,jul.,27,2,10,1,191,domingo,dom
7/11/2022,2022,3,Q3,7,julio,jul.,28,3,11,2,192,lunes,lun
7/12/2022,2022,3,Q3,7,julio,jul.,28,3,12,3,193,martes,mar
7/13/2022,2022,3,Q3,7,julio,jul.,28,3,13,4,194,miércoles,mié
7/14/2022,2022,3,Q3,7,julio,jul.,28,3,14,5,195,jueves,jue
7/15/2022,2022,3,Q3,7,julio,jul.,28,3,15,6,196,viernes,vie
7/16/2022,2022,3,Q3,7,julio,jul.,28,3,16,7,197,sábado,sáb
7/17/2022,2022,3,Q3,7,julio,jul.,28,3,17,1,198,domingo,dom
7/18/2022,2022,3,Q3,7,julio,jul.,29,4,18,2,199,lunes,lun
7/19/2022,2022,3,Q3,7,julio,jul.,29,4,19,3,200,martes,mar
7/20/2022,2022,3,Q3,7,julio,jul.,29,4,20,4,201,miércoles,mié
7/21/2022,2022,3,Q3,7,julio,jul.,29,4,21,5,202,jueves,jue
7/22/2022,2022,3,Q3,7,julio,jul.,29,4,22,6,203,viernes,vie
7/23/2022,2022,3,Q3,7,julio,jul.,29,4,23,7,204,sábado,sáb
7/24/2022,2022,3,Q3,7,julio,jul.,29,4,24,1,205,domingo,dom
7/25/2022,2022,3,Q3,7,julio,jul.,30,5,25,2,206,lunes,lun
7/26/2022,2022,3,Q3,7,julio,jul.,30,5,26,3,207,martes,mar
7/27/2022,2022,3,Q3,7,julio,jul.,30,5,27,4,208,miércoles,mié
7/28/2022,2022,3,Q3,7,julio,jul.,30,5,28,5,209,jueves,jue
7/29/2022,2022,3,Q3,7,julio,jul.,30,5,29,6,210,viernes,vie
7/30/2022,2022,3,Q3,7,julio,jul.,30,5,30,7,211,sábado,sáb
7/31/2022,2022,3,Q3,7,julio,jul.,30,5,31,1,212,domingo,dom
8/1/2022,2022,3,Q3,8,agosto,ago.,31,1,1,2,213,lunes,lun
8/2/2022,2022,3,Q3,8,agosto,ago.,31,1,2,3,214,martes,mar
8/3/2022,2022,3,Q3,8,agosto,ago.,31,1,3,4,215,miércoles,mié
8/4/2022,2022,3,Q3,8,agosto,ago.,31,1,4,5,216,jueves,jue
8/5/2022,2022,3,Q3,8,agosto,ago.,31,1,5,6,217,viernes,vie
8/6/2022,2022,3,Q3,8,agosto,ago.,31,1,6,7,218,sábado,sáb
8/7/2022,2022,3,Q3,8,agosto,ago.,31,1,7,1,219,domingo,dom
8/8/2022,2022,3,Q3,8,agosto,ago.,32,2,8,2,220,lunes,lun
8/9/2022,2022,3,Q3,8,agosto,ago.,32,2,9,3,221,martes,mar
8/10/2022,2022,3,Q3,8,agosto,ago.,32,2,10,4,222,miércoles,mié
8/11/2022,2022,3,Q3,8,agosto,ago.,32,2,11,5,223,jueves,jue
8/12/2022,2022,3,Q3,8,agosto,ago.,32,2,12,6,224,viernes,vie
8/13/2022,2022,3,Q3,8,agosto,ago.,32,2,13,7,225,sábado,sáb
8/14/2022,2022,3,Q3,8,agosto,ago.,32,2,14,1,226,domingo,dom
8/15/2022,2022,3,Q3,8,agosto,ago.,33,3,15,2,227,lunes,lun
8/16/2022,2022,3,Q3,8,agosto,ago.,33,3,16,3,228,martes,mar
8/17/2022,2022,3,Q3,8,agosto,ago.,33,3,17,4,229,miércoles,mié
8/18/2022,2022,3,Q3,8,agosto,ago.,33,3,18,5,230,jueves,jue
8/19/2022,2022,3,Q3,8,agosto,ago.,33,3,19,6,231,viernes,vie
8/20/2022,2022,3,Q3,8,agosto,ago.,33,3,20,7,232,sábado,sáb
8/21/2022,2022,3,Q3,8,agosto,ago.,33,3,21,1,233,domingo,dom
8/22/2022,2022,3,Q3,8,agosto,ago.,34,4,22,2,234,lunes,lun
8/23/2022,2022,3,Q3,8,agosto,ago.,34,4,23,3,235,martes,mar
8/24/2022,2022,3,Q3,8,agosto,ago.,34,4,24,4,236,miércoles,mié
8/25/2022,2022,3,Q3,8,agosto,ago.,34,4,25,5,237,jueves,jue
8/26/2022,2022,3,Q3,8,agosto,ago.,34,4,26,6,238,viernes,vie
8/27/2022,2022,3,Q3,8,agosto,ago.,34,4,27,7,239,sábado,sáb
8/28/2022,2022,3,Q3,8,agosto,ago.,34,4,28,1,240,domingo,dom
8/29/2022,2022,3,Q3,8,agosto,ago.,35,5,29,2,241,lunes,lun
8/30/2022,2022,3,Q3,8,agosto,ago.,35,5,30,3,242,martes,mar
8/31/2022,2022,3,Q3,8,agosto,ago.,35,5,31,4,243,miércoles,mié
9/1/2022,2022,3,Q3,9,septiembre,sept.,35,1,1,5,244,jueves,jue
9/2/2022,2022,3,Q3,9,septiembre,sept.,35,1,2,6,245,viernes,vie
9/3/2022,2022,3,Q3,9,septiembre,sept.,35,1,3,7,246,sábado,sáb
9/4/2022,2022,3,Q3,9,septiembre,sept.,35,1,4,1,247,domingo,dom
9/5/2022,2022,3,Q3,9,septiembre,sept.,36,2,5,2,248,lunes,lun
9/6/2022,2022,3,Q3,9,septiembre,sept.,36,2,6,3,249,martes,mar
9/7/2022,2022,3,Q3,9,septiembre,sept.,36,2,7,4,250,miércoles,mié
9/8/2022,2022,3,Q3,9,septiembre,sept.,36,2,8,5,251,jueves,jue
9/9/2022,2022,3,Q3,9,septiembre,sept.,36,2,9,6,252,viernes,vie
9/10/2022,2022,3,Q3,9,septiembre,sept.,36,2,10,7,253,sábado,sáb
9/11/2022,2022,3,Q3,9,septiembre,sept.,36,2,11,1,254,domingo,dom
9/12/2022,2022,3,Q3,9,septiembre,sept.,37,3,12,2,255,lunes,lun
9/13/2022,2022,3,Q3,9,septiembre,sept.,37,3,13,3,256,martes,mar
9/14/2022,2022,3,Q3,9,septiembre,sept.,37,3,14,4,257,miércoles,mié
9/15/2022,2022,3,Q3,9,septiembre,sept.,37,3,15,5,258,jueves,jue
9/16/2022,2022,3,Q3,9,septiembre,sept.,37,3,16,6,259,viernes,vie
9/17/2022,2022,3,Q3,9,septiembre,sept.,37,3,17,7,260,sábado,sáb
9/18/2022,2022,3,Q3,9,septiembre,sept.,37,3,18,1,261,domingo,dom
9/19/2022,2022,3,Q3,9,septiembre,sept.,38,4,19,2,262,lunes,lun
9/20/2022,2022,3,Q3,9,septiembre,sept.,38,4,20,3,263,martes,mar
9/21/2022,2022,3,Q3,9,septiembre,sept.,38,4,21,4,264,miércoles,mié
9/22/2022,2022,3,Q3,9,septiembre,sept.,38,4,22,5,265,jueves,jue
9/23/2022,2022,3,Q3,9,septiembre,sept.,38,4,23,6,266,viernes,vie
9/24/2022,2022,3,Q3,9,septiembre,sept.,38,4,24,7,267,sábado,sáb
9/25/2022,2022,3,Q3,9,septiembre,sept.,38,4,25,1,268,domingo,dom
9/26/2022,2022,3,Q3,9,septiembre,sept.,39,5,26,2,269,lunes,lun
9/27/2022,2022,3,Q3,9,septiembre,sept.,39,5,27,3,270,martes,mar
9/28/2022,2022,3,Q3,9,septiembre,sept.,39,5,28,4,271,miércoles,mié
9/29/2022,2022,3,Q3,9,septiembre,sept.,39,5,29,5,272,jueves,jue
9/30/2022,2022,3,Q3,9,septiembre,sept.,39,5,30,6,273,viernes,vie
10/1/2022,2022,4,Q4,10,octubre,oct.,39,1,1,7,274,sábado,sáb
10/2/2022,2022,4,Q4,10,octubre,oct.,39,1,2,1,275,domingo,dom
10/3/2022,2022,4,Q4,10,octubre,oct.,40,2,3,2,276,lunes,lun
10/4/2022,2022,4,Q4,10,octubre,oct.,40,2,4,3,277,martes,mar
10/5/2022,2022,4,Q4,10,octubre,oct.,40,2,5,4,278,miércoles,mié
10/6/2022,2022,4,Q4,10,octubre,oct.,40,2,6,5,279,jueves,jue
10/7/2022,2022,4,Q4,10,octubre,oct.,40,2,7,6,280,viernes,vie
10/8/2022,2022,4,Q4,10,octubre,oct.,40,2,8,7,281,sábado,sáb
10/9/2022,2022,4,Q4,10,octubre,oct.,40,2,9,1,282,domingo,dom
10/10/2022,2022,4,Q4,10,octubre,oct.,41,3,10,2,283,lunes,lun
10/11/2022,2022,4,Q4,10,octubre,oct.,41,3,11,3,284,martes,mar
10/12/2022,2022,4,Q4,10,octubre,oct.,41,3,12,4,285,miércoles,mié
10/13/2022,2022,4,Q4,10,octubre,oct.,41,3,13,5,286,jueves,jue
10/14/2022,2022,4,Q4,10,octubre,oct.,41,3,14,6,287,viernes,vie
10/15/2022,2022,4,Q4,10,octubre,oct.,41,3,15,7,288,sábado,sáb
10/16/2022,2022,4,Q4,10,octubre,oct.,41,3,16,1,289,domingo,dom
10/17/2022,2022,4,Q4,10,octubre,oct.,42,4,17,2,290,lunes,lun
10/18/2022,2022,4,Q4,10,octubre,oct.,42,4,18,3,291,martes,mar
10/19/2022,2022,4,Q4,10,octubre,oct.,42,4,19,4,292,miércoles,mié
10/20/2022,2022,4,Q4,10,octubre,oct.,42,4,20,5,293,jueves,jue
10/21/2022,2022,4,Q4,10,octubre,oct.,42,4,21,6,294,viernes,vie
10/22/2022,2022,4,Q4,10,octubre,oct.,42,4,22,7,295,sábado,sáb
10/23/2022,2022,4,Q4,10,octubre,oct.,42,4,23,1,296,domingo,dom
10/24/2022,2022,4,Q4,10,octubre,oct.,43,5,24,2,297,lunes,lun
10/25/2022,2022,4,Q4,10,octubre,oct.,43,5,25,3,298,martes,mar
10/26/2022,2022,4,Q4,10,octubre,oct.,43,5,26,4,299,miércoles,mié
10/27/2022,2022,4,Q4,10,octubre,oct.,43,5,27,5,300,jueves,jue
10/28/2022,2022,4,Q4,10,octubre,oct.,43,5,28,6,301,viernes,vie
10/29/2022,2022,4,Q4,10,octubre,oct.,43,5,29,7,302,sábado,sáb
10/30/2022,2022,4,Q4,10,octubre,oct.,43,5,30,1,303,domingo,dom
10/31/2022,2022,4,Q4,10,octubre,oct.,44,6,31,2,304,lunes,lun
11/1/2022,2022,4,Q4,11,noviembre,nov.,44,1,1,3,305,martes,mar
11/2/2022,2022,4,Q4,11,noviembre,nov.,44,1,2,4,306,miércoles,mié
11/3/2022,2022,4,Q4,11,noviembre,nov.,44,1,3,5,307,jueves,jue
11/4/2022,2022,4,Q4,11,noviembre,nov.,44,1,4,6,308,viernes,vie
11/5/2022,2022,4,Q4,11,noviembre,nov.,44,1,5,7,309,sábado,sáb
11/6/2022,2022,4,Q4,11,noviembre,nov.,44,1,6,1,310,domingo,dom
11/7/2022,2022,4,Q4,11,noviembre,nov.,45,2,7,2,311,lunes,lun
11/8/2022,2022,4,Q4,11,noviembre,nov.,45,2,8,3,312,martes,mar
11/9/2022,2022,4,Q4,11,noviembre,nov.,45,2,9,4,313,miércoles,mié
11/10/2022,2022,4,Q4,11,noviembre,nov.,45,2,10,5,314,jueves,jue
11/11/2022,2022,4,Q4,11,noviembre,nov.,45,2,11,6,315,viernes,vie
11/12/2022,2022,4,Q4,11,noviembre,nov.,45,2,12,7,316,sábado,sáb
11/13/2022,2022,4,Q4,11,noviembre,nov.,45,2,13,1,317,domingo,dom
11/14/2022,2022,4,Q4,11,noviembre,nov.,46,3,14,2,318,lunes,lun
11/15/2022,2022,4,Q4,11,noviembre,nov.,46,3,15,3,319,martes,mar
11/16/2022,2022,4,Q4,11,noviembre,nov.,46,3,16,4,320,miércoles,mié
11/17/2022,2022,4,Q4,11,noviembre,nov.,46,3,17,5,321,jueves,jue
11/18/2022,2022,4,Q4,11,noviembre,nov.,46,3,18,6,322,viernes,vie
11/19/2022,2022,4,Q4,11,noviembre,nov.,46,3,19,7,323,sábado,sáb
11/20/2022,2022,4,Q4,11,noviembre,nov.,46,3,20,1,324,domingo,dom
11/21/2022,2022,4,Q4,11,noviembre,nov.,47,4,21,2,325,lunes,lun
11/22/2022,2022,4,Q4,11,noviembre,nov.,47,4,22,3,326,martes,mar
11/23/2022,2022,4,Q4,11,noviembre,nov.,47,4,23,4,327,miércoles,mié
11/24/2022,2022,4,Q4,11,noviembre,nov.,47,4,24,5,328,jueves,jue
11/25/2022,2022,4,Q4,11,noviembre,nov.,47,4,25,6,329,viernes,vie
11/26/2022,2022,4,Q4,11,noviembre,nov.,47,4,26,7,330,sábado,sáb
11/27/2022,2022,4,Q4,11,noviembre,nov.,47,4,27,1,331,domingo,dom
11/28/2022,2022,4,Q4,11,noviembre,nov.,48,5,28,2,332,lunes,lun
11/29/2022,2022,4,Q4,11,noviembre,nov.,48,5,29,3,333,martes,mar
11/30/2022,2022,4,Q4,11,noviembre,nov.,48,5,30,4,334,miércoles,mié
12/1/2022,2022,4,Q4,12,diciembre,dic.,48,1,1,5,335,jueves,jue
12/2/2022,2022,4,Q4,12,diciembre,dic.,48,1,2,6,336,viernes,vie
12/3/2022,2022,4,Q4,12,diciembre,dic.,48,1,3,7,337,sábado,sáb
12/4/2022,2022,4,Q4,12,diciembre,dic.,48,1,4,1,338,domingo,dom
12/5/2022,2022,4,Q4,12,diciembre,dic.,49,2,5,2,339,lunes,lun
12/6/2022,2022,4,Q4,12,diciembre,dic.,49,2,6,3,340,martes,mar
12/7/2022,2022,4,Q4,12,diciembre,dic.,49,2,7,4,341,miércoles,mié
12/8/2022,2022,4,Q4,12,diciembre,dic.,49,2,8,5,342,jueves,jue
12/9/2022,2022,4,Q4,12,diciembre,dic.,49,2,9,6,343,viernes,vie
12/10/2022,2022,4,Q4,12,diciembre,dic.,49,2,10,7,344,sábado,sáb
12/11/2022,2022,4,Q4,12,diciembre,dic.,49,2,11,1,345,domingo,dom
12/12/2022,2022,4,Q4,12,diciembre,dic.,50,3,12,2,346,lunes,lun
12/13/2022,2022,4,Q4,12,diciembre,dic.,50,3,13,3,347,martes,mar
12/14/2022,2022,4,Q4,12,diciembre,dic.,50,3,14,4,348,miércoles,mié
12/15/2022,2022,4,Q4,12,diciembre,dic.,50,3,15,5,349,jueves,jue
12/16/2022,2022,4,Q4,12,diciembre,dic.,50,3,16,6,350,viernes,vie
12/17/2022,2022,4,Q4,12,diciembre,dic.,50,3,17,7,351,sábado,sáb
12/18/2022,2022,4,Q4,12,diciembre,dic.,50,3,18,1,352,domingo,dom
12/19/2022,2022,4,Q4,12,diciembre,dic.,51,4,19,2,353,lunes,lun
12/20/2022,2022,4,Q4,12,diciembre,dic.,51,4,20,3,354,martes,mar
12/21/2022,2022,4,Q4,12,diciembre,dic.,51,4,21,4,355,miércoles,mié
12/22/2022,2022,4,Q4,12,diciembre,dic.,51,4,22,5,356,jueves,jue
12/23/2022,2022,4,Q4,12,diciembre,dic.,51,4,23,6,357,viernes,vie
12/24/2022,2022,4,Q4,12,diciembre,dic.,51,4,24,7,358,sábado,sáb
12/25/2022,2022,4,Q4,12,diciembre,dic.,51,4,25,1,359,domingo,dom
12/26/2022,2022,4,Q4,12,diciembre,dic.,52,5,26,2,360,lunes,lun
12/27/2022,2022,4,Q4,12,diciembre,dic.,52,5,27,3,361,martes,mar
12/28/2022,2022,4,Q4,12,diciembre,dic.,52,5,28,4,362,miércoles,mié
12/29/2022,2022,4,Q4,12,diciembre,dic.,52,5,29,5,363,jueves,jue
12/30/2022,2022,4,Q4,12,diciembre,dic.,52,5,30,6,364,viernes,vie
12/31/2022,2022,4,Q4,12,diciembre,dic.,52,5,31,7,365,sábado,sáb
1/1/2023,2023,1,Q1,1,enero,ene.,52,1,1,1,1,domingo,dom
1/2/2023,2023,1,Q1,1,enero,ene.,1,2,2,2,2,lunes,lun
1/3/2023,2023,1,Q1,1,enero,ene.,1,2,3,3,3,martes,mar
1/4/2023,2023,1,Q1,1,enero,ene.,1,2,4,4,4,miércoles,mié
1/5/2023,2023,1,Q1,1,enero,ene.,1,2,5,5,5,jueves,jue
1/6/2023,2023,1,Q1,1,enero,ene.,1,2,6,6,6,viernes,vie
1/7/2023,2023,1,Q1,1,enero,ene.,1,2,7,7,7,sábado,sáb
1/8/2023,2023,1,Q1,1,enero,ene.,1,2,8,1,8,domingo,dom
1/9/2023,2023,1,Q1,1,enero,ene.,2,3,9,2,9,lunes,lun
1/10/2023,2023,1,Q1,1,enero,ene.,2,3,10,3,10,martes,mar
1/11/2023,2023,1,Q1,1,enero,ene.,2,3,11,4,11,miércoles,mié
1/12/2023,2023,1,Q1,1,enero,ene.,2,3,12,5,12,jueves,jue
1/13/2023,2023,1,Q1,1,enero,ene.,2,3,13,6,13,viernes,vie
1/14/2023,2023,1,Q1,1,enero,ene.,2,3,14,7,14,sábado,sáb
1/15/2023,2023,1,Q1,1,enero,ene.,2,3,15,1,15,domingo,dom
1/16/2023,2023,1,Q1,1,enero,ene.,3,4,16,2,16,lunes,lun
1/17/2023,2023,1,Q1,1,enero,ene.,3,4,17,3,17,martes,mar
1/18/2023,2023,1,Q1,1,enero,ene.,3,4,18,4,18,miércoles,mié
1/19/2023,2023,1,Q1,1,enero,ene.,3,4,19,5,19,jueves,jue
1/20/2023,2023,1,Q1,1,enero,ene.,3,4,20,6,20,viernes,vie
1/21/2023,2023,1,Q1,1,enero,ene.,3,4,21,7,21,sábado,sáb
1/22/2023,2023,1,Q1,1,enero,ene.,3,4,22,1,22,domingo,dom
1/23/2023,2023,1,Q1,1,enero,ene.,4,5,23,2,23,lunes,lun
1/24/2023,2023,1,Q1,1,enero,ene.,4,5,24,3,24,martes,mar
1/25/2023,2023,1,Q1,1,enero,ene.,4,5,25,4,25,miércoles,mié
1/26/2023,2023,1,Q1,1,enero,ene.,4,5,26,5,26,jueves,jue
1/27/2023,2023,1,Q1,1,enero,ene.,4,5,27,6,27,viernes,vie
1/28/2023,2023,1,Q1,1,enero,ene.,4,5,28,7,28,sábado,sáb
1/29/2023,2023,1,Q1,1,enero,ene.,4,5,29,1,29,domingo,dom
1/30/2023,2023,1,Q1,1,enero,ene.,5,6,30,2,30,lunes,lun
1/31/2023,2023,1,Q1,1,enero,ene.,5,6,31,3,31,martes,mar
2/1/2023,2023,1,Q1,2,febrero,feb.,5,1,1,4,32,miércoles,mié
2/2/2023,2023,1,Q1,2,febrero,feb.,5,1,2,5,33,jueves,jue
2/3/2023,2023,1,Q1,2,febrero,feb.,5,1,3,6,34,viernes,vie
2/4/2023,2023,1,Q1,2,febrero,feb.,5,1,4,7,35,sábado,sáb
2/5/2023,2023,1,Q1,2,febrero,feb.,5,1,5,1,36,domingo,dom
